key	shape	dtype	rank	lora_side	lora_base	layer_index	projection	prefix_kind	expert_kind	expert_index	mamba_kind
base_model.model.backbone.layers.13.mixer.experts.20.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.20.up_proj	13	up_proj	backbone	per_expert	20	
base_model.model.backbone.layers.13.mixer.experts.20.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.20.up_proj	13	up_proj	backbone	per_expert	20	
base_model.model.backbone.layers.13.mixer.experts.21.down_proj.lora_A.weight	32x1856	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.21.down_proj	13	down_proj	backbone	per_expert	21	
base_model.model.backbone.layers.13.mixer.experts.21.down_proj.lora_B.weight	2688x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.21.down_proj	13	down_proj	backbone	per_expert	21	
base_model.model.backbone.layers.13.mixer.experts.21.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.21.up_proj	13	up_proj	backbone	per_expert	21	
base_model.model.backbone.layers.13.mixer.experts.21.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.21.up_proj	13	up_proj	backbone	per_expert	21	
base_model.model.backbone.layers.13.mixer.experts.22.down_proj.lora_A.weight	32x1856	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.22.down_proj	13	down_proj	backbone	per_expert	22	
base_model.model.backbone.layers.13.mixer.experts.22.down_proj.lora_B.weight	2688x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.22.down_proj	13	down_proj	backbone	per_expert	22	
base_model.model.backbone.layers.13.mixer.experts.22.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.22.up_proj	13	up_proj	backbone	per_expert	22	
base_model.model.backbone.layers.13.mixer.experts.22.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.22.up_proj	13	up_proj	backbone	per_expert	22	
base_model.model.backbone.layers.13.mixer.experts.23.down_proj.lora_A.weight	32x1856	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.23.down_proj	13	down_proj	backbone	per_expert	23	
base_model.model.backbone.layers.13.mixer.experts.23.down_proj.lora_B.weight	2688x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.23.down_proj	13	down_proj	backbone	per_expert	23	
base_model.model.backbone.layers.13.mixer.experts.23.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.23.up_proj	13	up_proj	backbone	per_expert	23	
base_model.model.backbone.layers.13.mixer.experts.23.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.23.up_proj	13	up_proj	backbone	per_expert	23	
base_model.model.backbone.layers.13.mixer.experts.24.down_proj.lora_A.weight	32x1856	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.24.down_proj	13	down_proj	backbone	per_expert	24	
base_model.model.backbone.layers.13.mixer.experts.24.down_proj.lora_B.weight	2688x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.24.down_proj	13	down_proj	backbone	per_expert	24	
base_model.model.backbone.layers.13.mixer.experts.24.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.24.up_proj	13	up_proj	backbone	per_expert	24	
base_model.model.backbone.layers.13.mixer.experts.24.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.24.up_proj	13	up_proj	backbone	per_expert	24	
base_model.model.backbone.layers.13.mixer.experts.25.down_proj.lora_A.weight	32x1856	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.25.down_proj	13	down_proj	backbone	per_expert	25	
base_model.model.backbone.layers.13.mixer.experts.25.down_proj.lora_B.weight	2688x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.25.down_proj	13	down_proj	backbone	per_expert	25	
base_model.model.backbone.layers.13.mixer.experts.25.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.25.up_proj	13	up_proj	backbone	per_expert	25	
base_model.model.backbone.layers.13.mixer.experts.25.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.25.up_proj	13	up_proj	backbone	per_expert	25	
base_model.model.backbone.layers.13.mixer.experts.26.down_proj.lora_A.weight	32x1856	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.26.down_proj	13	down_proj	backbone	per_expert	26	
base_model.model.backbone.layers.13.mixer.experts.26.down_proj.lora_B.weight	2688x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.26.down_proj	13	down_proj	backbone	per_expert	26	
base_model.model.backbone.layers.13.mixer.experts.26.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.26.up_proj	13	up_proj	backbone	per_expert	26	
base_model.model.backbone.layers.13.mixer.experts.26.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.26.up_proj	13	up_proj	backbone	per_expert	26	
base_model.model.backbone.layers.13.mixer.experts.27.down_proj.lora_A.weight	32x1856	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.27.down_proj	13	down_proj	backbone	per_expert	27	
base_model.model.backbone.layers.13.mixer.experts.27.down_proj.lora_B.weight	2688x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.27.down_proj	13	down_proj	backbone	per_expert	27	
base_model.model.backbone.layers.13.mixer.experts.27.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.27.up_proj	13	up_proj	backbone	per_expert	27	
base_model.model.backbone.layers.13.mixer.experts.27.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.27.up_proj	13	up_proj	backbone	per_expert	27	
base_model.model.backbone.layers.13.mixer.experts.28.down_proj.lora_A.weight	32x1856	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.28.down_proj	13	down_proj	backbone	per_expert	28	
base_model.model.backbone.layers.13.mixer.experts.28.down_proj.lora_B.weight	2688x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.28.down_proj	13	down_proj	backbone	per_expert	28	
base_model.model.backbone.layers.13.mixer.experts.28.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.28.up_proj	13	up_proj	backbone	per_expert	28	
base_model.model.backbone.layers.13.mixer.experts.28.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.28.up_proj	13	up_proj	backbone	per_expert	28	
base_model.model.backbone.layers.13.mixer.experts.29.down_proj.lora_A.weight	32x1856	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.29.down_proj	13	down_proj	backbone	per_expert	29	
base_model.model.backbone.layers.13.mixer.experts.29.down_proj.lora_B.weight	2688x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.29.down_proj	13	down_proj	backbone	per_expert	29	
base_model.model.backbone.layers.13.mixer.experts.29.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.29.up_proj	13	up_proj	backbone	per_expert	29	
base_model.model.backbone.layers.13.mixer.experts.29.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.29.up_proj	13	up_proj	backbone	per_expert	29	
base_model.model.backbone.layers.13.mixer.experts.3.down_proj.lora_A.weight	32x1856	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.3.down_proj	13	down_proj	backbone	per_expert	3	
base_model.model.backbone.layers.13.mixer.experts.3.down_proj.lora_B.weight	2688x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.3.down_proj	13	down_proj	backbone	per_expert	3	
base_model.model.backbone.layers.13.mixer.experts.3.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.3.up_proj	13	up_proj	backbone	per_expert	3	
base_model.model.backbone.layers.13.mixer.experts.3.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.3.up_proj	13	up_proj	backbone	per_expert	3	
base_model.model.backbone.layers.13.mixer.experts.30.down_proj.lora_A.weight	32x1856	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.30.down_proj	13	down_proj	backbone	per_expert	30	
base_model.model.backbone.layers.13.mixer.experts.30.down_proj.lora_B.weight	2688x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.30.down_proj	13	down_proj	backbone	per_expert	30	
base_model.model.backbone.layers.13.mixer.experts.30.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.30.up_proj	13	up_proj	backbone	per_expert	30	
base_model.model.backbone.layers.13.mixer.experts.30.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.30.up_proj	13	up_proj	backbone	per_expert	30	
base_model.model.backbone.layers.13.mixer.experts.31.down_proj.lora_A.weight	32x1856	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.31.down_proj	13	down_proj	backbone	per_expert	31	
base_model.model.backbone.layers.13.mixer.experts.31.down_proj.lora_B.weight	2688x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.31.down_proj	13	down_proj	backbone	per_expert	31	
base_model.model.backbone.layers.13.mixer.experts.31.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.31.up_proj	13	up_proj	backbone	per_expert	31	
base_model.model.backbone.layers.13.mixer.experts.31.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.31.up_proj	13	up_proj	backbone	per_expert	31	
base_model.model.backbone.layers.13.mixer.experts.32.down_proj.lora_A.weight	32x1856	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.32.down_proj	13	down_proj	backbone	per_expert	32	
base_model.model.backbone.layers.13.mixer.experts.32.down_proj.lora_B.weight	2688x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.32.down_proj	13	down_proj	backbone	per_expert	32	
base_model.model.backbone.layers.13.mixer.experts.32.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.32.up_proj	13	up_proj	backbone	per_expert	32	
base_model.model.backbone.layers.13.mixer.experts.32.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.32.up_proj	13	up_proj	backbone	per_expert	32	
base_model.model.backbone.layers.13.mixer.experts.33.down_proj.lora_A.weight	32x1856	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.33.down_proj	13	down_proj	backbone	per_expert	33	
base_model.model.backbone.layers.13.mixer.experts.33.down_proj.lora_B.weight	2688x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.33.down_proj	13	down_proj	backbone	per_expert	33	
base_model.model.backbone.layers.13.mixer.experts.33.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.33.up_proj	13	up_proj	backbone	per_expert	33	
base_model.model.backbone.layers.13.mixer.experts.33.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.33.up_proj	13	up_proj	backbone	per_expert	33	
base_model.model.backbone.layers.13.mixer.experts.34.down_proj.lora_A.weight	32x1856	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.34.down_proj	13	down_proj	backbone	per_expert	34	
base_model.model.backbone.layers.13.mixer.experts.34.down_proj.lora_B.weight	2688x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.34.down_proj	13	down_proj	backbone	per_expert	34	
base_model.model.backbone.layers.13.mixer.experts.34.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.34.up_proj	13	up_proj	backbone	per_expert	34	
base_model.model.backbone.layers.13.mixer.experts.34.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.34.up_proj	13	up_proj	backbone	per_expert	34	
base_model.model.backbone.layers.13.mixer.experts.35.down_proj.lora_A.weight	32x1856	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.35.down_proj	13	down_proj	backbone	per_expert	35	
base_model.model.backbone.layers.13.mixer.experts.35.down_proj.lora_B.weight	2688x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.35.down_proj	13	down_proj	backbone	per_expert	35	
base_model.model.backbone.layers.13.mixer.experts.35.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.35.up_proj	13	up_proj	backbone	per_expert	35	
base_model.model.backbone.layers.13.mixer.experts.35.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.35.up_proj	13	up_proj	backbone	per_expert	35	
base_model.model.backbone.layers.13.mixer.experts.36.down_proj.lora_A.weight	32x1856	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.36.down_proj	13	down_proj	backbone	per_expert	36	
base_model.model.backbone.layers.13.mixer.experts.36.down_proj.lora_B.weight	2688x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.36.down_proj	13	down_proj	backbone	per_expert	36	
base_model.model.backbone.layers.13.mixer.experts.36.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.36.up_proj	13	up_proj	backbone	per_expert	36	
base_model.model.backbone.layers.13.mixer.experts.36.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.36.up_proj	13	up_proj	backbone	per_expert	36	
base_model.model.backbone.layers.13.mixer.experts.37.down_proj.lora_A.weight	32x1856	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.37.down_proj	13	down_proj	backbone	per_expert	37	
base_model.model.backbone.layers.13.mixer.experts.37.down_proj.lora_B.weight	2688x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.37.down_proj	13	down_proj	backbone	per_expert	37	
base_model.model.backbone.layers.13.mixer.experts.37.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.37.up_proj	13	up_proj	backbone	per_expert	37	
base_model.model.backbone.layers.13.mixer.experts.37.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.37.up_proj	13	up_proj	backbone	per_expert	37	
base_model.model.backbone.layers.13.mixer.experts.38.down_proj.lora_A.weight	32x1856	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.38.down_proj	13	down_proj	backbone	per_expert	38	
base_model.model.backbone.layers.13.mixer.experts.38.down_proj.lora_B.weight	2688x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.38.down_proj	13	down_proj	backbone	per_expert	38	
base_model.model.backbone.layers.13.mixer.experts.38.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.38.up_proj	13	up_proj	backbone	per_expert	38	
base_model.model.backbone.layers.13.mixer.experts.38.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.38.up_proj	13	up_proj	backbone	per_expert	38	
base_model.model.backbone.layers.13.mixer.experts.39.down_proj.lora_A.weight	32x1856	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.39.down_proj	13	down_proj	backbone	per_expert	39	
base_model.model.backbone.layers.13.mixer.experts.39.down_proj.lora_B.weight	2688x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.39.down_proj	13	down_proj	backbone	per_expert	39	
base_model.model.backbone.layers.13.mixer.experts.39.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.39.up_proj	13	up_proj	backbone	per_expert	39	
base_model.model.backbone.layers.13.mixer.experts.39.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.39.up_proj	13	up_proj	backbone	per_expert	39	
base_model.model.backbone.layers.13.mixer.experts.4.down_proj.lora_A.weight	32x1856	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.4.down_proj	13	down_proj	backbone	per_expert	4	
base_model.model.backbone.layers.13.mixer.experts.4.down_proj.lora_B.weight	2688x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.4.down_proj	13	down_proj	backbone	per_expert	4	
base_model.model.backbone.layers.13.mixer.experts.4.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.4.up_proj	13	up_proj	backbone	per_expert	4	
base_model.model.backbone.layers.13.mixer.experts.4.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.4.up_proj	13	up_proj	backbone	per_expert	4	
base_model.model.backbone.layers.13.mixer.experts.40.down_proj.lora_A.weight	32x1856	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.40.down_proj	13	down_proj	backbone	per_expert	40	
base_model.model.backbone.layers.13.mixer.experts.40.down_proj.lora_B.weight	2688x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.40.down_proj	13	down_proj	backbone	per_expert	40	
base_model.model.backbone.layers.13.mixer.experts.40.up_proj.lora_A.weight	32x2688	F32	32	A	base_model.model.backbone.layers.13.mixer.experts.40.up_proj	13	up_proj	backbone	per_expert	40	
base_model.model.backbone.layers.13.mixer.experts.40.up_proj.lora_B.weight	1856x32	F32	32	B	base_model.model.backbone.layers.13.mixer.experts.40.up_proj	13	up_proj	backbone	per_expert	40	
